Probe Set Name	Description
71472_at	ubiquitin specific peptidase 19
71474_at	protein phosphatase 6, regulatory subunit 2
71481_at	alpha-kinase 1
71492_at	Bardet-Biedl syndrome 7 (human)
71508_at	zinc finger protein 935
71514_at	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
71517_at	RIKEN cDNA 9030624J02 gene
71519_at	cytochrome P450, family 2, subfamily u, polypeptide 1
71520_at	GRB2-related adaptor protein
71521_at	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)
71522_at	gamma-glutamyltransferase 6
71523_at	RIKEN cDNA 8430429K09 gene
71529_at	kazrin, periplakin interacting protein
71532_at	RIKEN cDNA 9030418K01 gene
71538_at	f-box protein 9
71544_at	Rho GTPase activating protein 42
71562_at	arylformamidase
71564_at	IZUMO family member 4
71566_at	RIKEN cDNA 9030425E11 gene
71567_at	minichromosome maintenance complex component 9
71578_at	seminal vesicle antigen-like 1
71583_at	RIKEN cDNA 9130008F23 gene
71584_at	glycerophosphodiester phosphodiesterase domain containing 2
71586_at	interferon induced with helicase C domain 1
71591_at	zinc finger protein 251
71592_at	pogo transposable element with KRAB domain
71597_at	intestine specific homeobox
71599_at	SUMO/sentrin specific peptidase 8
71601_at	carcinoembryonic antigen-related cell adhesion molecule 20
71602_at	myosin IE
71607_at	sorting nexin 20
71609_at	TNFRSF1A-associated via death domain
71617_at	RIKEN cDNA 9130011E15 gene
71619_at	ADP-ribosylation factor-like 14
71623_at	keratin associated protein 5-2
71640_at	zinc finger protein 949
71643_at	RIKEN cDNA 4930422G04 gene
71648_at	optineurin
71653_at	RIKEN cDNA 4930506M07 gene
71660_at	retinoic acid receptor responder (tazarotene induced) 2
71664_at	methyltransferase like 7B
71665_at	fucosidase, alpha-L- 1, tissue
71667_at	RIKEN cDNA 0610007L01 gene
71670_at	aspartoacylase (aminoacylase) 3
71673_at	ring finger protein 215
71675_at	RIKEN cDNA 0610010F05 gene
71678_at	BRO1 domain and CAAX motif containing
71682_at	WD repeat domain 27
71683_at	glycophorin C
71684_at	RNA binding motif protein 43
71685_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14
71687_at	transmembrane protein 25
71690_at	endothelial cell-specific molecule 1
71691_at	PNMA-like 1
71693_at	collectin sub-family member 11
71699_at	solute carrier family 41, member 3
71701_at	polyribonucleotide nucleotidyltransferase 1
71702_at	cell division cycle 5-like (S. pombe)
71704_at	Rho guanine nucleotide exchange factor (GEF) 3
71706_at	solute carrier family 46, member 3
71707_at	UbiA prenyltransferase domain containing 1
71709_at	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)
71710_at	leucine rich repeat and coiled-coil domain containing 1
71711_at	MUS81 endonuclease homolog (yeast)
71712_at	DNA-damage regulated autophagy modulator 1
71713_at	cell division cycle 40
71715_at	DEAH (Asp-Glu-Ala-His) box polypeptide 35
71718_at	TEL2, telomere maintenance 2, homolog (S. cerevisiae)
71720_at	oxysterol binding protein-like 3
71721_at	family with sequence similarity 13, member C
71722_at	capicua homolog (Drosophila)
71723_at	DEAH (Asp-Glu-Ala-His) box polypeptide 34
71724_at	aldehyde oxidase 3
71726_at	single-strand selective monofunctional uracil DNA glycosylase
71728_at	serine/threonine kinase 11 interacting protein
71729_at	regulator of G-protein signaling 12
71732_at	vacuolar protein sorting 11 (yeast)
71733_at	sushi domain containing 2
71735_at	leucine-rich repeats and WD repeat domain containing 1
71738_at	MAM domain containing 2
71740_at	poliovirus receptor-related 4
71742_at	unc-51-like kinase 3
71743_at	Coenzyme A synthase
71745_at	cullin 2
71746_at	ral guanine nucleotide dissociation stimulator-like 3
71750_at	R3H domain containing 2
71751_at	mitogen-activated protein kinase kinase kinase 13
71752_at	general transcription factor IIIC, polypeptide 2, beta
71753_at	transmembrane serine protease 6
71754_at	cytochrome P450, family 2, subfamily d, polypeptide 40
71755_at	dihydrodiol dehydrogenase (dimeric)
71756_at	carboxypeptidase N, polypeptide 2
71760_at	alanine-glyoxylate aminotransferase 2-like 1
71761_at	amidohydrolase domain containing 1
71764_at	C2 calcium-dependent domain containing 2-like
71765_at	kelch domain containing 3
71766_at	ribonucleoprotein, PTB-binding 1
71767_at	trypsin domain containing 1
71768_at	von Willebrand factor C and EGF domains
71769_at	Bardet-Biedl syndrome 10 (human)
71770_at	adaptor-related protein complex 2, beta 1 subunit
71772_at	phospholipase B domain containing 2
71773_at	UDP glucuronosyltransferase 2 family, polypeptide B1
71774_at	shroom family member 1
71775_at	RIKEN cDNA 1300017J02 gene
71776_at	threonine aldolase 1
71777_at	inhibitor of growth family, member 3
71778_at	kelch-like 5 (Drosophila)
71779_at	membrane-associated ring finger (C3HC4) 8
71780_at	myo-inositol 1-phosphate synthase A1
71781_at	solute carrier family 16 (monocarboxylic acid transporters), member 14
71782_at	ankyrin repeat and LEM domain containing 2
71785_at	platelet-derived growth factor, D polypeptide
71787_at	tRNA selenocysteine 1 associated protein 1
71790_at	annexin A9
71791_at	carboxypeptidase A4
71793_at	integrator complex subunit 12
71795_at	phosphatidylinositol transfer protein, cytoplasmic 1
71797_at	carbohydrate (chondroitin 4) sulfotransferase 13
71799_at	pentatricopeptide repeat domain 1
71801_at	pleckstrin homology domain containing, family F (with FYVE domain) member 2
71803_at	solute carrier family 25 (mitochondrial carrier), member 18
71804_at	family with sequence similarity 54, member A
71805_at	nucleoporin 93
71807_at	threonyl-tRNA synthetase 2, mitochondrial (putative)
71810_at	RAN binding protein 3
71816_at	ring finger protein 180
71817_at	transmembrane protein 50A
71819_at	kinesin family member 23
71820_at	WD repeat domain 34
71824_at	RIKEN cDNA 1700006A11 gene
71827_at	leucine rich repeat containing 34
71828_at	general transcription factor IIA, 1-like
71829_at	DDI1, DNA-damage inducible 1, homolog 1 (S. cerevisiae)
71830_at	protein disulfide isomerase-like, testis expressed
71831_at	RIKEN cDNA 1700007B14 gene
71832_at	citrate synthase like
71833_at	DDB1 and CUL4 associated factor 7
71834_at	zinc finger and BTB domain containing 43
71835_at	LanC (bacterial lantibiotic synthetase component C)-like 2
71836_at	RIKEN cDNA 1700012A16 gene
71837_at	RIKEN cDNA 1700003E16 gene
71838_at	PHD finger protein 7
71839_at	oxidative stress induced growth inhibitor 1
71840_at	tektin 4
71841_at	RIKEN cDNA 1700008I05 gene
71843_at	R3H domain and coiled-coil containing 1
71844_at	nucleoporin like 1
71846_at	synaptonemal complex central element protein 2
71853_at	protein disulfide isomerase associated 6
71854_at	dipeptidase 3
71856_at	WAP four-disulfide core domain 3
71860_at	WD repeat domain 16
71861_at	zinc finger, SWIM domain containing 2
71862_at	G protein-coupled receptor 160
71863_at	RIKEN cDNA 1700019O17 gene
71864_at	RIKEN cDNA 1700026J04 gene
71865_at	F-box protein 30
71868_at	RIKEN cDNA 1700023E05 gene
71869_at	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12
71870_at	coiled-coil domain containing 19
71872_at	aldehyde oxidase 4
71874_at	RIKEN cDNA 2310007B03 gene
71876_at	myeloid leukemia factor 1 interacting protein
71877_at	EF-hand domain (C-terminal) containing 1
71878_at	family with sequence similarity 83, member D
71881_at	RIKEN cDNA 2310001A20 gene
71883_at	coenzyme Q2 homolog, prenyltransferase (yeast)
71884_at	chitinase 1 (chitotriosidase)
71885_at	RIKEN cDNA 2310003H01 gene
71886_at	RIKEN cDNA 2310002L09 gene
71887_at	protein phosphatase 1J
71888_at	keratin 33A
71889_at	epsin 3
71890_at	MAD2 mitotic arrest deficient-like 2
71891_at	cytidine and dCMP deaminase domain containing 1
71893_at	NADPH oxidase organizer 1
71897_at	LY6/PLAUR domain containing 6B
71898_at	apolipoprotein L 9b
71900_at	transmembrane protein 106B
71901_at	RIKEN cDNA 2310028H24 gene
71902_at	cullin associated and neddylation disassociated 1
71903_at	carboxylesterase 2F
71904_at	progestin and adipoQ receptor family member VII
71907_at	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9
71908_at	claudin 23
71909_at	HAUS augmin-like complex, subunit 5
71910_at	phosphatidic acid phosphatase type 2 domain containing 1B
71911_at	3-hydroxybutyrate dehydrogenase, type 1
71912_at	junctional sarcoplasmic reticulum protein 1
71913_at	transmembrane protein 79
71914_at	anthrax toxin receptor 2
71916_at	dihydrouridine synthase 4-like (S. cerevisiae)
71918_at	zinc finger, CCHC domain containing 24
71919_at	RNA polymerase II associated protein 3
71920_at	epithelial mitogen
71923_at	RIKEN cDNA 2310047M10 gene
71924_at	epsilon-tubulin 1
71927_at	integrin alpha FG-GAP repeat containing 1
71929_at	transmembrane protein 123
71932_at	epoxide hydrolase 3
71934_at	carbonic anhydrase 13
71939_at	apolipoprotein L 6
71941_at	cysteinyl-tRNA synthetase 2 (mitochondrial)(putative)
71943_at	target of myb1-like 1 (chicken)
71946_at	endonuclease domain containing 1
71947_at	RIKEN cDNA 2310067B10 gene
71949_at	LAG1 homolog, ceramide synthase 5
71950_at	Nanog homeobox
71951_at	glypican 2 (cerebroglycan)
71952_at	RIKEN cDNA 2410016O06 gene
71954_at	suppressor of defective silencing 3 homolog (S. cerevisiae)
71955_at	RIKEN cDNA 2400003C14 gene
71956_at	ring finger protein 135
71957_at	cleavage and polyadenylation specific factor 3-like
71960_at	myosin, heavy polypeptide 14
71962_at	GATS protein-like 3
71963_at	cell division cycle associated 4
71966_at	NFKB inhibitor interacting Ras-like protein 2
71967_at	melanoma antigen family B, 16
71968_at	WD repeat domain 73
71970_at	RIKEN cDNA 2410018M08 gene
71971_at	zinc finger, SWIM domain containing 1
71972_at	dynamin binding protein
71973_at	RNA binding protein with multiple splicing 2
71974_at	protein arginine N-methyltransferase 3
71978_at	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform
71979_at	RIKEN cDNA 2410012M07 gene
71981_at	tudor domain containing 12
71982_at	sorting nexin 10
71983_at	transmembrane and coiled-coil domains 6
71984_at	seryl-aminoacyl-tRNA synthetase 2
71985_at	acyl-Coenzyme A dehydrogenase family, member 10
71986_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28
71988_at	establishment of cohesion 1 homolog 2 (S. cerevisiae)
71989_at	RNA pseudouridylate synthase domain containing 4
71990_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
71991_at	excision repaiross-complementing rodent repair deficiency, complementation group 8
71994_at	calponin 3, acidic
71995_at	endogenous retroviral sequence 3
71996_at	RIKEN cDNA 1600014K23 gene
71997_at	RIKEN cDNA 1500002O20 gene
71998_at	solute carrier family 25, member 35
71999_at	F-box protein 22
72000_at	RIKEN cDNA 1600016N20 gene
72002_at	solute carrier family 39 (metal ion transporter), member 5
72003_at	synaptoporin
72007_at	fibronectin type III domain containing 3B
72008_at	zinc finger, FYVE domain containing 19
72014_at	BTB (POZ) domain containing 17
72016_at	RIKEN cDNA 1600002H07 gene
72017_at	cytochrome b5 reductase 1
72018_at	FUN14 domain containing 1
72020_at	zinc finger protein 654
72022_at	solute carrier family 35, member F2
72023_at	cytochrome b-561 domain containing 1
72025_at	RIKEN cDNA 1600012P17 gene
72026_at	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
72027_at	solute carrier family 39 (zinc transporter), member 4
72029_at	canopy 3 homolog (zebrafish)
72033_at	TSC22 domain family, member 2
72039_at	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
72040_at	cadherin-related family member 5
72041_at	alkB, alkylation repair homolog 4 (E. coli)
72042_at	coactosin-like 1 (Dictyostelium)
72043_at	sulfatase 2
72045_at	RIKEN cDNA 2010001E11 gene
72046_at	upregulator of cell proliferation
72047_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42
72049_at	tumor necrosis factor receptor superfamily, member 13c
72050_at	KDEL (Lys-Asp-Glu-Leu) containing 1
72053_at	transmembrane and ubiquitin-like domain containing 2
72054_at	cytochrome P450, family 4, subfamily f, polypeptide 18
72055_at	solute carrier family 38, member 10
72056_at	RIKEN cDNA 1810055G02 gene
72057_at	PHD finger protein 10
72058_at	immunoglobulin superfamily, member 5
72061_at	RIKEN cDNA 2010111I01 gene
72065_at	RAP2C, member of RAS oncogene family
72068_at	CCR4-NOT transcription complex, subunit 2
72074_at	ankyrin repeat and sterile alpha motif domain containing 4B
72075_at	opioid growth factor receptor
72076_at	motile sperm domain containing 4
72077_at	glucosaminyl (N-acetyl) transferase 3, mucin type
72080_at	RIKEN cDNA 2010317E24 gene
72082_at	cytochrome P450, family 2, subfamily c, polypeptide 55
72083_at	mitotic spindle organizing protein 2
72084_at	phosphatidylinositol glycan anchor biosynthesis, class X
72085_at	O-sialoglycoprotein endopeptidase-like 1
72088_at	Usher syndrome 1C
72090_at	ectonucleoside triphosphate diphosphohydrolase 8
72094_at	UDP glucuronosyltransferase 2 family, polypeptide A3
72096_at	methyltransferase like 10
72097_at	RIKEN cDNA 2010300C02 gene
72098_at	transmembrane protein 68
72102_at	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)
72103_at	aprataxin and PNKP like factor
72106_at	jumonji domain containing 8
72107_at	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)
72108_at	DDHD domain containing 2
72112_at	protein phosphatase 1, regulatory (inhibitor) subunit 14D
72113_at	aarF domain containing kinase 1
72114_at	zinc finger, BED domain containing 3
72117_at	N(alpha)-acetyltransferase 50, NatE catalytic subunit
72119_at	TPX2, microtubule-associated protein homolog (Xenopus laevis)
72121_at	DENN/MADD domain containing 2D
72123_at	RIKEN cDNA 2010109K11 gene
72124_at	SEH1-like (S. cerevisiae
72125_at	family with sequence similarity 123, member A
72128_at	RIKEN cDNA 2610008E11 gene
72129_at	peroxisomal biogenesis factor 13
72133_at	TruB pseudouridine (psi) synthase homolog 1 (E. coli)
72135_at	pygopus 1
72136_at	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14
72137_at	WD repeat, SAM and U-box domain containing 1
72140_at	coiled-coil domain containing 123
72141_at	ADP-dependent glucokinase
72144_at	solute carrier family 37 (glycerol-3-phosphate transporter), member 3
72145_at	WD repeat and FYVE domain containing 3
72147_at	zinc finger and BTB domain containing 46
72148_at	RIKEN cDNA 2610019F03 gene
72149_at	STE20-related kinase adaptor alpha
72151_at	replication factor C (activator 1) 5
72154_at	zinc finger protein 157
72155_at	centromere protein N
72157_at	phosphoglucomutase 2
72160_at	transmembrane protein 163
72162_at	DEAH (Asp-Glu-Ala-His) box polypeptide 36
72167_at	THUMP domain containing 2
72168_at	apoptosis-inducing factor, mitochondrion-associated 3
72169_at	tripartite motif-containing 29
72170_at	coiled-coil-helix-coiled-coil-helix domain containing 4
72171_at	SHQ1 homolog (S. cerevisiae)
72175_at	major facilitator superfamily domain containing 8
72179_at	F-box and leucine-rich repeat protein 2
72180_at	zinc finger protein 661
72181_at	NOL1/NOP2/Sun domain family, member 4
72183_at	sorting nexin 6
72184_at	kelch-like 35 (Drosophila)
72185_at	dysbindin (dystrobrevin binding protein 1) domain containing 1
72190_at	RIKEN cDNA 2510009E07 gene
72193_at	SR-related CTD-associated factor 11
72194_at	F-box and leucine-rich repeat protein 20
72195_at	suppressor of Ty 7 (S. cerevisiae)-like
72198_at	superkiller viralicidic activity 2-like 2 (S. cerevisiae)
72199_at	MMS19 (MET18 S. cerevisiae)
72201_at	OTU domain containing 6B
72205_at	echinoderm microtubule associated protein like 2
72215_at	RIKEN cDNA 1700001P01 gene
72219_at	family with sequence similarity 75, member D1A
72221_at	RIKEN cDNA 1700021F07 gene
72224_at	ring finger protein 19A pseudogene
72230_at	zinc finger protein 558
72236_at	translin-associated factor X (Tsnax) interacting protein 1
72238_at	TBC1 domain family, member 5
72240_at	RIKEN cDNA 1600014C23 gene
72244_at	RIKEN cDNA 1600014C10 gene
72246_at	RIKEN cDNA 1700030C12 gene
72252_at	glycerol-3-phosphate dehydrogenase 1-like pseudogene
72254_at	RIKEN cDNA 1700030K09 gene
72258_at	potassium channel, subfamily K, member 10
72265_at	translocating chain-associating membrane protein 1
72267_at	leucine rich repeat containing 8 family, member E
72269_at	cytidine deaminase
72273_at	RIKEN cDNA 2210404O07 gene
72275_at	RIKEN cDNA 2200002D01 gene
72277_at	RIKEN cDNA 1700030F18 gene
72278_at	cell cycle progression 1
72281_at	SH2 domain containing 4A
72282_at	RIKEN cDNA 1810062G17 gene
72284_at	oral cancer overexpressed 1
72287_at	pleckstrin homology domain containing, family F (with FYVE domain) member 1
72289_at	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)
72290_at	U7 snRNP-specific Sm-like protein LSM11
72293_at	naked cuticle 2 homolog (Drosophila)
72296_at	RUN and SH3 domain containing 1
72297_at	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
72301_at	RIKEN cDNA 1810041L15 gene
72303_at	cytochrome P450, family 2, subfamily c, polypeptide 65
72306_at	zinc finger protein 777
72307_at	RIKEN cDNA 2510002D24 gene
72308_at	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)
